"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RLIM",4.17508606337203e-57,0.506763297859959,0.58,0.251,7.72056914838755e-53
"GIT2",4.38043336607882e-57,0.497643577226825,0.752,0.354,8.10029738055295e-53
"DAD1",5.03650034876759e-57,-0.474279444457627,0.907,0.822,9.31349644494102e-53
"DHX40",5.73798621634187e-57,0.599433171965343,0.405,0.153,1.06106841112594e-52
"BTBD10",6.20008818006926e-57,0.548140496820014,0.611,0.273,1.14652030625841e-52
"DYNC2H1",7.13254934696193e-57,1.04719259272779,0.269,0.084,1.3189510252402e-52
"PREP",7.29182385145847e-57,0.693224837833646,0.428,0.168,1.3484040666117e-52
"METTL16",7.37137660877685e-57,0.704042019660018,0.394,0.15,1.36311496249502e-52
"RPL3",7.38724297289828e-57,-0.340466281274297,0.992,0.994,1.36604897054835e-52
"RNF181",7.89191475134808e-57,-0.563283015899794,0.892,0.811,1.45937287581929e-52
"PGAM1",8.51471724584109e-57,-1.04899832699026,0.686,0.662,1.57454151310094e-52
"USP45",8.54054636551827e-57,1.11093773207305,0.249,0.074,1.57931783391164e-52
"JMJD7",8.77028403545468e-57,2.62581945203635,0.124,0.02,1.62180092383628e-52
"GLMN",9.3513762954333e-57,0.779146999002064,0.334,0.116,1.72925650455153e-52
"VPS29",9.6916340483824e-57,-0.435972696494402,0.92,0.837,1.79217696822687e-52
"HSP90AA1",9.69809926117679e-57,0.152147727734214,0.996,0.954,1.79337251537681e-52
"NVL",1.0010283366243e-56,0.734669709150633,0.391,0.149,1.85110160008565e-52
"RP2",1.06505528679108e-56,0.451858378242891,0.626,0.278,1.96950023633406e-52
"CRCP",1.08355353356617e-56,0.602738937912698,0.431,0.168,2.00370719427057e-52
"DNAJC5",1.09458346737247e-56,0.513839634510774,0.845,0.421,2.02410374786518e-52
"SP140L",1.11147413954223e-56,0.58246886242812,0.61,0.272,2.05533797884149e-52
"FABP3",1.22747894290927e-56,-3.40968835370033,0.086,0.321,2.26985406122781e-52
"UBP1",1.47350513060278e-56,0.556559632220721,0.483,0.198,2.72480568751066e-52
"EPAS1",1.61113626434401e-56,0.564147976255929,0.882,0.47,2.97931318002494e-52
"RPS6KA5",1.6919526934475e-56,0.916354861570335,0.304,0.103,3.12875892072311e-52
"GNA13",1.85933811616519e-56,0.5166297344951,0.839,0.427,3.43828804441268e-52
