"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SRSF4",0.000349797957424774,0.256317908579483,0.335,0.307,1
"RAB8B",0.000351957291432619,-0.344131617786799,0.364,0.413,1
"PIK3CA",0.000352985317021534,-0.295426418506972,0.171,0.213,1
"CCT8",0.000355610009618817,-0.418544773944923,0.357,0.407,1
"ARFRP1",0.000356225797431273,-0.0912042248086511,0.097,0.131,1
"SLCO2B1",0.00035796272288237,0.0641189456795033,0.79,0.737,1
"NEK9",0.000358690523760713,0.469506722868009,0.205,0.175,1
"AIG1",0.000358706410223849,-0.346920243402932,0.163,0.204,1
"MKRN2",0.000359758724895898,0.561812839414158,0.112,0.084,1
"GOLGA3",0.000362896260370854,0.537395527835412,0.228,0.198,1
"LTV1",0.00037085158558983,-0.432906161760776,0.084,0.115,1
"LRPPRC",0.000373594102905235,0.237701770288703,0.288,0.256,1
"TXNL4A",0.000374998785102958,0.0579079660995121,0.357,0.32,1
"TNFAIP8L2",0.000375057012205339,-0.442771822678582,0.223,0.263,1
"TGM2",0.000377000273517271,-0.138094665378338,0.09,0.122,1
"DIP2B",0.00038130129717866,0.214047558163488,0.43,0.404,1
"HNRNPF",0.000382452558846904,0.00881790613852984,0.56,0.538,1
