"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"SLC30A6",3.10860437844029e-05,-0.380082617672704,0.085,0.108,0.619855713060994,"SLC30A6"
"TECPR1",3.15564757114116e-05,0.274984469314834,0.167,0.134,0.629236125685547,"TECPR1"
"HELB",3.15660775577875e-05,0.357532235102574,0.088,0.065,0.629427586502284,"HELB"
"PNMA8B",3.16812918292944e-05,0.753757946463994,0.02,0.01,0.631724959076131,"PNMA8B"
"SPDYE5",3.19255668102862e-05,1.88513007429042,0.013,0.005,0.636595802197106,"SPDYE5"
"XKR8",3.21007823468195e-05,-0.503848462805143,0.04,0.057,0.64008959999558,"XKR8"
"NUP205",3.21206062842616e-05,-0.319852487177734,0.089,0.112,0.640484889308176,"NUP205"
"FGFRL1",3.21558201425943e-05,-0.51582427144199,0.028,0.043,0.641187053643331,"FGFRL1"
"SEL1L",3.24492262892208e-05,0.321282729665782,0.344,0.304,0.647037572207064,"SEL1L"
"KBTBD3",3.26765308105509e-05,-0.481490359489507,0.039,0.056,0.651570024362385,"KBTBD3"
"DNAH14",3.28739366811394e-05,-0.510025959683739,0.011,0.022,0.655506297421919,"DNAH14"
"KMT2E-AS1",3.33630050225729e-05,-0.716103111792478,0.062,0.082,0.665258320150104,"KMT2E-AS1"
"EFCAB10",3.35931652338606e-05,0.784110348021576,0.011,0.004,0.66984771476318,"EFCAB10"
"ADAR",3.37974234571767e-05,0.37328123512321,0.397,0.364,0.673920623736103,"ADAR"
"RIN1",3.39918496137255e-05,-0.963924412302153,0.01,0.019,0.677797481297687,"RIN1"
"NAGLU",3.40066330129634e-05,0.353293478086923,0.277,0.24,0.678092262278491,"NAGLU"
"GPR160",3.42671401481289e-05,-0.440110826820189,0.026,0.04,0.68328677455369,"GPR160"
"TRAF2",3.48326907292244e-05,-0.509117038176897,0.047,0.064,0.694563853140736,"TRAF2"
"INPP5K",3.48419588676159e-05,-0.30445177845482,0.045,0.063,0.694748659820261,"INPP5K"
"ACTN2",3.49441768118188e-05,1.19722833218213,0.015,0.007,0.696786885627667,"ACTN2"
"LIAS",3.51708974142697e-05,-0.296939816819074,0.083,0.106,0.701307694440539,"LIAS"
"NR2F2",3.52492363562333e-05,-0.536477128015304,0.017,0.029,0.702869772943292,"NR2F2"
"PCSK1N",3.58143597583628e-05,-0.961962771894329,0.005,0.013,0.714138333581754,"PCSK1N"
"STK19",3.60805491905447e-05,-0.308462143127168,0.071,0.092,0.719446150859461,"STK19"
"ALG1",3.63016526130404e-05,-0.289634634183708,0.081,0.103,0.723854953104025,"ALG1"
"UBAP2",3.63825169788417e-05,-0.33335665294463,0.121,0.146,0.725467388558104,"UBAP2"
"VTN",3.66570055156845e-05,-1.53522821227937,0.005,0.012,0.730940689982748,"VTN"
"AUNIP",3.66761255551441e-05,-1.06932232026257,0.004,0.011,0.731321943569573,"AUNIP"
"ASB16-AS1",3.66962981634473e-05,-0.443594223472,0.027,0.042,0.73172418537914,"ASB16-AS1"
"ZCWPW1",3.68161080103173e-05,0.299385561644824,0.048,0.032,0.734113193725727,"ZCWPW1"
"MAP2K7",3.73000692823529e-05,-0.318279422934805,0.106,0.13,0.743763381490117,"MAP2K7"
"DNAJC6",3.73177192070813e-05,-1.80594736209189,0.003,0.01,0.7441153209892,"DNAJC6"
"ITGAX",3.74261271100468e-05,-0.481749531409258,0.033,0.049,0.746276974574333,"ITGAX"
"SYNGR1",3.78155533244068e-05,-0.644043984269128,0.016,0.028,0.754042133288672,"SYNGR1"
"RIOX1",3.79545391809179e-05,-0.805576623293145,0.022,0.035,0.756813511267502,"RIOX1"
"SPRY1",3.83116486991229e-05,0.280555358479425,0.073,0.053,0.763934275060511,"SPRY1"
"NAA40",3.86480873599664e-05,-0.27686184527698,0.091,0.114,0.77064286195773,"NAA40"
